time,Hs,Tp,slope,runup
20-May-2014 10:00:00,0.538424288559312,10.4871018151391,0.162514245260665,0.819012329326009
20-May-2014 11:00:00,0.609990086032406,10.3583506930184,NaN,NaN
20-May-2014 12:00:00,0.564719935480707,10.4267198811139,NaN,NaN
20-May-2014 13:00:00,0.687159234785987,9.59323337517811,0.166999868422962,0.882721907416218
20-May-2014 14:00:00,0.655253565902869,9.58349783451815,0.166503042372047,0.88587705304889
20-May-2014 15:00:00,0.526551676467348,10.4875268034111,0.157756552675377,0.854396278102464
20-May-2014 16:00:00,0.543069747943017,10.4122491661683,0.160458538779396,0.845644893641757
20-May-2014 17:00:00,0.44749615852117,11.4067882066873,0.160526759194692,0.773557654941548
20-May-2014 18:00:00,0.60117127655665,10.3084238645106,0.155241550086988,0.717775122822296
20-May-2014 19:00:00,0.49655904340261,10.4886004579932,0.165087938065548,0.75785516126235
20-May-2014 20:00:00,0.489635703989074,10.4360988258356,0.175190528255367,0.838458588898935
20-May-2014 21:00:00,0.545403863083971,9.64397127980685,0.176370242395412,0.860125089800885
20-May-2014 22:00:00,0.506461657708747,10.3902056185846,0.189700371803227,0.929955772053466
20-May-2014 23:00:00,0.574120588998101,9.57388127724283,0.1906018575851,0.783413424288153
21-May-2014 00:00:00,0.50005032746475,9.65083936223947,0.182025635443754,0.726746160090014
21-May-2014 01:00:00,0.567264296578417,9.57551498955258,0.167716826448877,0.712203028979735
21-May-2014 02:00:00,0.573920516660067,7.56948727864482,0.177448018456982,0.845552008753294
21-May-2014 03:00:00,0.554640200320153,9.60708479578077,0.173610805883638,0.76006880662625
21-May-2014 04:00:00,0.495026979420435,10.3388799981088,0.162737674675651,0.704168244451228
21-May-2014 05:00:00,0.51762481404983,9.7112279390612,0.158484973089963,0.697956739382165
21-May-2014 06:00:00,0.49582714484826,10.374992603906,0.169577396750589,0.688263800305644
21-May-2014 07:00:00,0.634567325446978,10.3118163367466,0.180561545861649,0.635285496908392
21-May-2014 08:00:00,0.443059886054742,11.7418221227659,0.182540399880496,0.622086354028697
21-May-2014 09:00:00,0.244992388421938,4.87902222719952,0.18026737582808,0.655963278776033
21-May-2014 10:00:00,0.267460998692503,4.59757544978852,0.166308533497217,0.708276024899519
21-May-2014 11:00:00,0.215997904192529,4.61833301712844,0.163178308734981,0.797507952598107
21-May-2014 12:00:00,0.674012956437191,10.3796604070353,0.180026836910473,0.86076398846888
21-May-2014 13:00:00,0.556067453703244,11.4506058042038,0.187782055731202,0.921691325926153
21-May-2014 14:00:00,0.771032318661059,10.3555399015241,0.188744636110681,0.962819809416121
21-May-2014 15:00:00,0.702075257787064,10.5008030191089,0.169168761983847,0.878625705623041
21-May-2014 16:00:00,0.595094681448849,10.8194125653602,0.162915741912026,0.875543159594689
21-May-2014 17:00:00,0.289130491537434,5.39115034306766,0.152161573850455,0.856082099409768
21-May-2014 18:00:00,0.359991651147802,6.18374533517662,0.14683573904438,0.757296253157964
21-May-2014 19:00:00,0.532919912098554,11.0177989409411,0.154202785273454,0.764580546025147
21-May-2014 20:00:00,0.365537564775503,6.1766476293658,0.163050033575306,0.734541358748558
21-May-2014 21:00:00,0.419933977749868,9.785967900491,0.170424377193632,0.822193730734449
21-May-2014 22:00:00,0.478122847266983,7.93205531867092,0.177243483684556,0.903825913754737
21-May-2014 23:00:00,0.602697339373122,6.30711604747466,0.187823023284983,0.981835440840246
22-May-2014 00:00:00,0.575193662118202,6.93637358140617,0.188601937491595,0.963960145351513
22-May-2014 01:00:00,0.402977600127103,6.14392864249098,0.200016491414151,0.93768704273816
22-May-2014 02:00:00,0.457718635863494,6.70931547451925,0.192922318155811,0.947901082753243
22-May-2014 03:00:00,0.347907497734466,7.14200162780936,0.174790730252847,0.886665193859983
22-May-2014 04:00:00,0.359286300277152,5.86514759347655,0.167933623156755,0.841581332651651
22-May-2014 05:00:00,0.454808182344242,6.30478643556361,0.160690965993414,0.805441641486047
22-May-2014 06:00:00,0.554966473705919,10.5086389809581,0.154372050543151,0.803072437764074
22-May-2014 07:00:00,0.379090527228586,8.88337523373704,0.159464487821887,0.712055434065393
22-May-2014 08:00:00,0.515805176102209,10.5519820287253,0.168708841316067,0.62321457314255
22-May-2014 09:00:00,0.482199864930454,9.85804389874729,0.16775711282101,0.700413588809067
22-May-2014 10:00:00,0.396604406153585,10.7980775076882,0.175633442122912,0.782541546696476
22-May-2014 11:00:00,0.465784154603092,10.7337438438158,0.176413950574733,0.83483670451844
22-May-2014 12:00:00,0.468869826092387,10.0024796425947,0.173136763160773,0.927915399310877
22-May-2014 13:00:00,0.558202020583682,9.19636963199348,0.190645398759856,0.929871464296286
22-May-2014 14:00:00,0.579354439900299,9.77886349102312,0.194668441584653,0.971977375322903
22-May-2014 15:00:00,0.364859785892995,12.019585177541,0.199328428737728,0.89217779961717
22-May-2014 16:00:00,0.538361969107374,8.63796201107024,0.189398957458596,0.913294618106682
22-May-2014 17:00:00,0.490790563064997,10.0005779396391,0.173865343923031,0.861899468378063
22-May-2014 18:00:00,0.481419966065377,10.0563198238566,0.168069757304868,0.843410941378589
22-May-2014 19:00:00,0.486585944243927,9.95012432148423,0.165238156382443,0.887739203978296
22-May-2014 20:00:00,0.491459192425525,9.84442318060897,0.162508061366948,0.834782586887661
22-May-2014 21:00:00,0.496005671173192,9.73960834406922,0.177533450383851,0.861466350527735
22-May-2014 22:00:00,0.500215410635422,9.63571777049304,0.177825215904337,0.933150432851719
22-May-2014 23:00:00,0.503880054030663,9.53963349777927,0.172025502497147,0.968131912461729
